wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
block,2,16.0,54.0,10.0,55.820941000000005,37.578163,10600000
panel,15,17.0,54.0,9.5,55.85435,37.694127,10600000
panel,13,17.0,54.0,10.0,55.877984999999995,37.611275,10700000
brick,2,12.0,53.2,10.0,55.873622,37.609263,10700000
panel,9,17.0,54.0,9.7,55.891279000000004,37.653119000000004,10650000
brick,7,14.0,54.7,9.0,55.829330000000006,37.587299,10700000
panel,15,17.0,54.0,9.6,55.891279000000004,37.653119000000004,10800000
brick,5,5.0,54.6,7.6,55.837904,37.657871,10800000
panel,5,16.0,54.0,10.0,55.87015699999999,37.665938,10800000
panel,12,12.0,53.0,8.8,55.860493999999996,37.665209999999995,10999999
panel,15,16.0,53.4,9.2,55.868798999999996,37.637192,11000000
brick,1,6.0,54.4,8.0,55.789978000000005,37.615345,11500000
stalin,2,7.0,54.5,5.0,55.789375,37.614715999999994,11500000
panel,16,17.0,54.0,9.0,55.827879,37.590379999999996,11700000
panel,8,16.0,54.3,10.0,55.823271999999996,37.577714,11700000
brick,4,9.0,53.0,6.0,55.81665699999999,37.626807,11850000
monolith,13,24.0,53.0,9.0,55.856639,37.639132000000004,11900000
panel,5,14.0,54.0,11.0,55.886731000000005,37.653083,11950000
panel,1,16.0,53.5,9.4,55.798788,37.614903999999996,12000000
monolith,10,19.0,54.0,8.0,55.822124,37.584928000000005,12200000
panel,12,14.0,53.5,9.0,55.82651800000001,37.596309000000005,12700000
panel,6,12.0,54.0,9.0,55.860493999999996,37.665209999999995,13100000
brick,9,9.0,53.0,5.4,55.806798,37.638961,13000000
brick,2,14.0,54.0,9.0,55.838308999999995,37.632368,13000000
panel,3,16.0,54.0,9.0,55.811572999999996,37.620554999999996,13300000
brick,4,5.0,54.5,7.8,55.79056,37.602615,13700000
monolith,7,47.0,54.0,10.0,55.802997999999995,37.591503,15490000
monolith,11,25.0,54.0,20.0,55.831998999999996,37.661096,16000000
panel,12,17.0,53.0,10.0,55.825917000000004,37.598178000000004,16700000
brick,1,2.0,53.6,8.7,55.941551000000004,37.552211,10500000
panel,8,14.0,54.4,9.0,55.872587,37.644369,10800000
brick,3,5.0,54.7,5.5,55.833086,37.649004,11500000
block,5,16.0,53.6,10.0,55.82173,37.576896999999995,13200000
panel,8,22.0,54.4,9.8,55.825132999999994,37.597989,14700000
brick,5,9.0,56.3,5.3,55.875425,37.691333,9100000
block,3,5.0,56.7,10.0,55.795793,37.615389,15800000
panel,3,14.0,56.0,12.6,55.939701,37.526178,8700000
panel,2,17.0,56.0,9.3,55.930468000000005,37.54347,9499000
brick,8,8.0,57.0,8.0,55.813743,37.640902000000004,12500000
brick,3,9.0,57.1,6.0,55.878591,37.697873,9100000
panel,8,9.0,56.0,6.0,55.885161,37.662308,10999000
brick,5,5.0,55.5,5.5,55.831998999999996,37.591854,8600000
panel,9,9.0,57.8,6.0,55.88620600000001,37.696894,8790000
monolith,4,14.0,55.0,13.5,55.939701,37.526178,8800000
monolith,10,14.0,56.0,13.0,55.939701,37.526178,8950000
brick,5,5.0,57.8,8.1,55.862171,37.674606,8990000
block,4,8.0,56.8,7.6,55.819155,37.635952,11200000
brick,2,9.0,57.0,6.0,55.814693999999996,37.620851,11300000
monolith,10,20.0,55.8,28.9,55.847861,37.650055,11394000
brick,6,9.0,56.0,5.5,55.792984,37.601358000000005,11700000
brick,8,8.0,57.5,9.0,55.823914,37.657826,11900000
panel,4,22.0,57.0,10.3,55.822599,37.624256,13300000
panel,3,17.0,56.8,10.0,55.813455000000005,37.650127000000005,13300000
monolith,43,47.0,55.0,14.0,55.802997999999995,37.591503,13850000
panel,8,22.0,57.0,10.0,55.825132999999994,37.597989,14700000
monolith,10,24.0,56.0,11.0,55.847861,37.635206,15950000
brick,3,3.0,55.0,11.0,55.834557999999994,37.647208,15000000
monolith,10,25.0,55.0,9.1,55.870077,37.712317999999996,10200000
brick,14,14.0,56.6,7.5,55.829537,37.593938,11200000
panel,6,16.0,55.0,11.0,55.823271999999996,37.577714,11500000
block,14,16.0,57.0,12.0,55.814315,37.621705,11900000
brick,11,15.0,56.3,8.0,55.785002,37.61326,20500000
panel,3,9.0,56.0,5.9,55.934376,37.550118,8200000
brick,1,9.0,57.0,6.0,55.874157,37.694028,8350000
brick,2,9.0,56.9,7.0,55.874157,37.694028,8300000
brick,1,5.0,57.0,8.0,55.832156000000005,37.587245,8400000
brick,4,9.0,55.0,9.0,55.880586,37.686428,8490000
brick,1,8.0,55.1,8.0,55.84445,37.581792,8600000
panel,15,22.0,56.5,10.2,55.913616000000005,37.54886,8550000
brick,4,4.0,56.0,8.0,55.880404000000006,37.713279,8600000
brick,5,5.0,55.1,5.0,55.860898,37.673429999999996,8700000
brick,5,5.0,55.1,5.0,55.860898,37.673429999999996,8700000
brick,4,4.0,57.0,8.0,55.832429000000005,37.587990999999995,8900000
panel,3,17.0,57.9,9.0,55.928718,37.544009,8900000
panel,6,9.0,57.3,5.9,55.873087,37.614213,9000000
brick,3,5.0,57.2,6.2,55.857604,37.674094000000004,9200000
brick,9,9.0,56.1,6.0,55.875425,37.691333,9200000
brick,9,9.0,57.7,5.7,55.8734,37.675433,9200000
panel,2,22.0,56.0,12.0,55.873425,37.591252000000004,9350000
panel,12,16.0,55.1,12.0,55.893102,37.677427,9500000
brick,1,4.0,55.0,10.0,55.858594,37.663368,9500000
brick,9,9.0,57.0,6.0,55.875425,37.691333,9500000
brick,5,9.0,56.0,5.5,55.862590000000004,37.664258000000004,9500000
monolith,2,17.0,56.1,10.0,55.930468000000005,37.54347,9500000
panel,10,17.0,56.4,9.5,55.930356999999994,37.545078000000004,9650000
brick,2,5.0,55.0,6.0,55.808896999999995,37.652993,9800000
panel,4,17.0,57.0,10.0,55.892122,37.680059,9800000
brick,4,5.0,56.6,8.0,55.794431,37.623241,10000000
brick,4,4.0,57.0,9.2,55.867925,37.664221999999995,10000000
panel,8,9.0,57.4,6.0,55.860822,37.661229999999996,9999999
brick,4,5.0,57.0,8.0,55.794431,37.623241,10000000
panel,3,13.0,55.0,9.6,55.874839,37.634533000000005,10190000
panel,13,22.0,55.2,6.0,55.875213,37.590686,10200000
brick,4,4.0,55.7,9.2,55.867925,37.664221999999995,10300000
monolith,5,20.0,57.0,11.0,55.84956999999999,37.579825,10270000
monolith,5,20.0,57.0,11.0,55.84956999999999,37.579825,10270000
panel,8,14.0,55.0,12.0,55.87494,37.632071,10400000
panel,1,22.0,56.2,10.5,55.807466000000005,37.614734000000006,10400000
panel,8,9.0,56.6,6.0,55.849842,37.635090000000005,10400000
panel,15,22.0,57.0,12.0,55.873425,37.591252000000004,10500000
monolith,19,22.0,55.0,9.0,55.875213,37.590686,10500000
block,2,5.0,57.4,5.0,55.81827,37.58146,10550000
panel,13,17.0,56.0,10.0,55.868111999999996,37.589078,10700000
brick,4,5.0,55.3,5.6,55.83525,37.667393,10800000
panel,4,17.0,56.1,10.0,55.873253000000005,37.681092,10900000
block,1,4.0,56.0,9.0,55.815438,37.586121999999996,10900000
brick,7,22.0,55.0,12.0,55.877738,37.580714,11000000
panel,17,22.0,57.1,12.0,55.873425,37.591252000000004,11200000
monolith,8,16.0,57.5,19.4,55.882307999999995,37.635251000000004,11450000
monolith,8,15.0,57.5,19.4,55.882596,37.63668,11450000
panel,5,22.0,57.0,10.0,55.807466000000005,37.614734000000006,11500000
brick,13,14.0,55.3,8.7,55.824693,37.651906,11650000
panel,1,9.0,56.3,6.0,55.849731000000006,37.636356,11680000
monolith,8,20.0,56.0,29.0,55.848892000000006,37.650325,11800000
brick,2,5.0,55.0,6.0,55.859680000000004,37.656299,11800000
brick,2,8.0,57.1,7.5,55.830326,37.646902000000004,11900000
brick,4,8.0,56.1,4.0,55.830326,37.646902000000004,11990000
monolith,20,24.0,57.0,8.0,55.873289,37.644441,11990000
brick,4,9.0,55.7,5.9,55.847811,37.646291,11990000
brick,7,8.0,55.2,8.6,55.83151899999999,37.649436,12000000
block,3,16.0,55.0,10.0,55.886029,37.658356,12350000
brick,9,9.0,55.2,15.0,55.816120999999995,37.624642,12400000
monolithBrick,11,16.0,55.0,28.0,55.847861,37.650055,12450000
monolith,15,16.0,55.0,12.0,55.850449,37.57669,12500000
panel,4,17.0,55.0,9.0,55.826584,37.59365,12700000
panel,6,14.0,55.0,9.0,55.826503,37.597522,13000000
block,8,9.0,56.6,5.9,55.837717000000005,37.664041999999995,13000000
stalin,9,10.0,56.0,8.0,55.81304,37.638709999999996,13900000
brick,11,14.0,57.7,8.3,55.806068999999994,37.635512,14000000
brick,11,14.0,55.0,9.0,55.810117000000005,37.65275,14000000
brick,7,11.0,57.5,7.0,55.81304,37.638709999999996,14500000
panel,8,22.0,57.0,10.0,55.825132999999994,37.597989,14700000
brick,3,7.0,57.0,9.0,55.794396,37.612452000000005,15000000
stalin,3,7.0,57.0,9.0,55.794396,37.612452000000005,15000000
brick,7,9.0,55.0,6.0,55.806798,37.638961,15700000
brick,8,10.0,55.1,7.0,55.805943000000006,37.637847,16000000
panel,17,20.0,56.0,10.0,55.850449,37.618614,16500000
brick,15,16.0,57.6,26.5,55.810531000000005,37.653658,20350400
monolith,5,7.0,55.0,10.0,55.876146999999996,37.588808,7490000
panel,2,14.0,56.0,10.0,55.876096999999994,37.573771,8100000
panel,5,9.0,55.0,6.0,55.881051,37.641126,8290000
panel,15,22.0,56.5,10.5,55.91276800000001,37.547953,8600000
monolith,6,17.0,56.0,10.0,55.886796,37.677679,8550000
panel,12,22.0,56.7,10.4,55.912592000000004,37.551590999999995,8600000
panel,5,12.0,55.0,9.0,55.894742,37.610862,8700000
brick,2,12.0,56.0,9.0,55.866036,37.675909000000004,8700000
brick,6,8.0,55.0,6.0,55.875193,37.63102,8700000
monolith,9,17.0,56.0,9.5,55.930356999999994,37.545078000000004,8900000
panel,6,9.0,57.0,8.0,55.878723,37.575486,9000000
panel,3,9.0,56.9,6.0,55.887564000000005,37.606613,9100000
panel,1,9.0,57.0,6.0,55.894414000000005,37.595519,9200000
panel,8,17.0,56.0,9.4,55.93234399999999,37.542931,9500000
brick,3,5.0,57.0,8.0,55.814122999999995,37.653343,9500000
block,2,5.0,57.6,5.2,55.835795999999995,37.659146,9500000
block,6,9.0,56.0,6.0,55.870435,37.675002,9450000
brick,4,5.0,55.0,7.4,55.81736,37.591207,9600000
brick,2,5.0,56.7,5.0,55.839603000000004,37.659766,9550000
panel,8,9.0,57.0,6.2,55.860822,37.661229999999996,9600000
block,12,17.0,57.0,9.0,55.881828000000006,37.674517,9550000
panel,4,9.0,57.4,6.0,55.867975,37.601537,9700000
brick,6,9.0,57.5,5.5,55.860181000000004,37.69905,9900000
panel,7,17.0,56.0,10.0,55.89229399999999,37.653514,9950000
panel,3,14.0,56.0,11.0,55.88246899999999,37.641539,10149999
brick,4,4.0,56.0,10.0,55.867925,37.664221999999995,10300000
monolith,3,18.0,57.0,11.0,55.850368,37.578181,10579000
block,2,5.0,55.9,6.0,55.812144999999994,37.587109999999996,10800000
panel,1,17.0,56.0,10.0,55.854006000000005,37.653406,10950000
brick,14,17.0,56.3,8.4,55.906456000000006,37.55019,10900000
brick,3,5.0,56.7,7.1,55.795955000000006,37.623627,11300000
monolith,2,25.0,57.0,10.0,55.882414000000004,37.658176,11700000
brick,2,5.0,55.0,5.5,55.859680000000004,37.656299,11800000
brick,3,8.0,55.0,8.0,55.811370999999994,37.656514,11800000
brick,3,7.0,57.0,9.5,55.794396,37.612452000000005,11900000
brick,6,8.0,57.3,9.0,55.816141,37.636455,12100000
panel,5,17.0,56.7,8.0,55.80526999999999,37.63897,12390000
block,2,19.0,55.0,10.0,55.822124,37.584928000000005,12400000
panel,1,17.0,55.0,10.0,55.813455000000005,37.650127000000005,12700000
panel,13,22.0,57.2,10.0,55.894968999999996,37.585592,12800000
brick,17,17.0,57.0,7.5,55.860938,37.663225,12950000
brick,4,8.0,56.2,9.0,55.802335,37.631676,13500000
brick,3,5.0,55.4,5.3,55.813774,37.639527,13700000
brick,3,14.0,55.0,9.0,55.821765,37.65426,15500000
block,3,5.0,57.0,9.4,55.795793,37.615389,15900000
panel,18,22.0,57.8,10.0,55.828101000000004,37.595366,18300000
panel,10,17.0,56.4,9.5,55.930356999999994,37.545078000000004,9650000
brick,2,9.0,56.1,6.0,55.852177000000005,37.635915999999995,10000000
panel,2,17.0,57.9,12.9,55.861231000000004,37.596309000000005,10550000
panel,9,10.0,55.0,11.9,55.904175,37.570501,10800000
panel,3,9.0,58.3,6.0,55.854011,37.684569,9300000
panel,2,17.0,58.0,8.5,55.856184,37.659254,12000000
panel,5,9.0,59.0,6.0,55.881884,37.710234,8500000
monolith,3,17.0,59.5,20.0,55.885963000000004,37.67846,9350000
monolith,4,17.0,59.5,29.3,55.885963000000004,37.67846,9550000
panel,1,17.0,58.3,10.1,55.854006000000005,37.653406,10290000
panel,16,23.0,58.0,10.5,55.870713,37.71371,12200000
panel,2,15.0,59.5,12.0,55.874839,37.634533000000005,10550000
panel,4,22.0,59.5,10.2,55.814492,37.649274,15800000
panel,2,9.0,58.0,6.0,55.874157,37.694028,8200000
panel,7,16.0,58.0,10.5,55.867763000000004,37.710215999999996,9500000
panel,8,9.0,59.0,6.5,55.878223,37.641557,11499000
panel,4,9.0,58.4,6.5,55.88308000000001,37.689536,8200000
panel,5,9.0,58.5,7.0,55.872279000000006,37.717501,8350000
monolith,13,17.0,59.7,9.5,55.931259999999995,37.540084,8650000
panel,5,16.0,59.0,13.0,55.933544,37.554807000000004,10000000
brick,1,6.0,58.0,8.0,55.789956999999994,37.614653000000004,10990000
panel,16,16.0,58.0,9.0,55.886029,37.658356,11000000
panel,13,22.0,59.0,10.0,55.853178,37.608212,11400000
monolith,21,22.0,59.0,11.0,55.883186,37.642922999999996,12500000
monolith,3,25.0,58.0,12.5,55.847861,37.635206,13500000
panel,18,25.0,58.2,12.0,55.80737,37.611446,16000000
monolith,22,22.0,58.4,10.0,55.89924499999999,37.588925,10700000
panel,2,9.0,59.0,6.0,55.885999,37.690444,8500000
panel,3,9.0,59.0,6.0,55.854406000000004,37.614608000000004,10490000
panel,9,9.0,59.0,7.0,55.877561,37.570806,7999999
block,5,5.0,58.7,5.5,55.835795999999995,37.659146,10050000
monolith,9,22.0,59.5,10.6,55.891369999999995,37.58552,16000000
panel,3,9.0,59.0,6.0,55.934376,37.550118,8100000
panel,4,9.0,58.8,6.0,55.88203000000001,37.71813,8250000
brick,1,2.0,58.12,9.4,55.942116000000006,37.552021999999994,8250000
panel,3,9.0,59.1,7.0,55.877561,37.570806,8350000
panel,1,9.0,58.8,6.0,55.886933,37.67113,8500000
panel,8,9.0,58.8,6.1,55.883686,37.70885,8700000
panel,2,17.0,58.9,10.0,55.885812,37.699346000000006,8700000
panel,7,9.0,58.0,7.0,55.87534399999999,37.574148,8700000
panel,5,9.0,58.4,6.0,55.874152,37.698825,8700000
panel,5,9.0,59.8,5.8,55.885999,37.690444,8790000
panel,2,17.0,58.9,10.0,55.885812,37.699346000000006,8850000
panel,2,17.0,58.9,10.0,55.885812,37.699346000000006,8850000
block,1,9.0,58.5,6.0,55.86551,37.616656,9000000
panel,1,9.0,58.0,6.0,55.88608000000001,37.694863,9000000
panel,7,9.0,58.7,6.0,55.854456000000006,37.685162,9150000
panel,4,9.0,58.5,6.0,55.850636,37.686141,9180000
panel,3,9.0,59.3,9.5,55.858357,37.6827,9200000
panel,7,9.0,59.0,8.0,55.892102,37.669818,9300000
panel,2,22.0,58.3,10.0,55.875213,37.590686,9500000
panel,3,9.0,59.0,6.0,55.828566,37.595456,10000000
panel,2,9.0,58.6,6.0,55.86516700000001,37.672334,10000000
panel,2,15.0,59.5,12.0,55.874839,37.634533000000005,10500000
panel,5,22.0,58.1,10.1,55.869329,37.591234,10990000
brick,5,5.0,58.0,9.0,55.797973999999996,37.622306,11500000
panel,5,22.0,59.0,10.5,55.807466000000005,37.614734000000006,11500000
monolith,17,24.0,58.0,10.1,55.87281899999999,37.639590000000005,11500000
brick,3,5.0,58.0,6.0,55.832094999999995,37.650541,11600000
brick,9,9.0,58.1,5.8,55.865263,37.661464,11700000
panel,8,12.0,58.9,6.0,55.818301,37.62678,11700000
panel,4,17.0,59.1,12.8,55.878919999999994,37.612955,11700000
brick,2,8.0,58.0,5.0,55.833284,37.651035,11800000
panel,9,9.0,59.0,8.0,55.837191000000004,37.663306,11980000
monolith,6,24.0,58.0,10.0,55.876380000000005,37.644162,12000000
brick,5,8.0,58.0,10.0,55.817127,37.660925,12400000
panel,7,22.0,58.4,10.4,55.884211,37.64692,12570000
panel,6,22.0,58.7,10.0,55.871228,37.67722,12590000
panel,11,12.0,58.0,6.0,55.810086,37.651053000000005,12790000
monolith,11,20.0,58.33,19.4,55.851879000000004,37.621938,12795000
panel,8,9.0,58.5,6.0,55.855481999999995,37.68606,13000000
brick,5,5.0,59.4,5.0,55.815397999999995,37.64056,13000000
brick,2,9.0,59.7,7.5,55.810081000000004,37.632745,13500000
panel,10,12.0,59.0,6.0,55.818301,37.62678,13500000
monolith,6,12.0,58.8,21.0,55.852076000000004,37.625127,14000000
panel,7,9.0,59.0,11.0,55.857133999999995,37.619091,14390000
stalin,8,10.0,59.0,12.0,55.792598999999996,37.590785,14300000
panel,17,22.0,59.0,10.5,55.828101000000004,37.595366,14900000
panel,5,20.0,59.8,20.0,55.852959999999996,37.619638,14800000
stalin,5,8.0,59.6,11.0,55.800853000000004,37.633886,15000000
panel,16,25.0,58.0,12.1,55.80737,37.611446,15700000
monolith,9,22.0,59.5,10.0,55.891369999999995,37.58552,15950000
panel,7,9.0,59.3,11.0,55.857133999999995,37.619091,16200000
block,4,22.0,59.0,11.0,55.82043,37.583805,16500000
panel,1,16.0,58.6,10.0,55.855679,37.688638,8300000
panel,3,9.0,58.7,6.1,55.874152,37.698825,8300000
panel,1,9.0,58.5,6.0,55.854406000000004,37.614608000000004,8650000
panel,1,9.0,59.0,6.0,55.886973,37.667483000000004,8790000
monolith,5,14.0,58.0,10.0,55.939701,37.526178,8900000
panel,3,9.0,59.9,5.0,55.888397,37.649382,8900000
panel,6,9.0,58.6,7.0,55.888018,37.668031,9100000
panel,3,9.0,58.4,6.0,55.837717000000005,37.664041999999995,9100000
panel,8,9.0,59.0,6.0,55.888957,37.609541,9200000
monolith,2,25.0,59.0,11.0,55.875087,37.589051,9250000
panel,6,9.0,59.8,8.1,55.857133999999995,37.619091,9500000
brick,4,4.0,58.0,7.0,55.84913,37.654251,9450000
panel,16,17.0,58.0,9.4,55.93234399999999,37.542931,9600000
block,4,9.0,58.0,6.0,55.890542,37.668273,9650000
panel,6,9.0,59.0,6.0,55.865086,37.609074,9900000
panel,3,9.0,59.9,8.0,55.895267000000004,37.57192,9990000
panel,1,9.0,59.3,6.3,55.890542,37.668273,9999000
panel,16,16.0,58.0,10.0,55.891734,37.58128,10400000
panel,7,9.0,59.8,8.1,55.86940500000001,37.64463,10500000
brick,6,9.0,59.0,6.0,55.829648,37.665156,10500000
panel,12,17.0,58.0,10.0,55.878001,37.62307,10500000
panel,7,14.0,58.9,12.8,55.88030799999999,37.644657,10500000
monolith,5,9.0,59.9,8.3,55.879415,37.65487,10700000
monolith,17,18.0,58.0,10.4,55.886270999999994,37.64613,10800000
panel,4,9.0,59.3,5.9,55.836736,37.664473,10950000
panel,7,16.0,58.0,10.0,55.864313,37.659811,11450000
block,1,5.0,58.0,9.0,55.794233999999996,37.613799,11500000
panel,1,17.0,58.0,10.0,55.81129,37.633958,11600000
panel,12,17.0,59.0,10.5,55.866379,37.596381,12000000
panel,1,9.0,58.8,7.0,55.815099,37.633715,12000000
panel,6,17.0,58.0,11.0,55.855527,37.652014,12000000
stalin,6,8.0,59.7,6.0,55.803975,37.645582,12600000
panel,5,9.0,59.0,7.0,55.790838,37.610690999999996,13650000
brick,5,9.0,59.9,6.0,55.819965,37.62157,14000000
panel,16,17.0,58.0,13.0,55.8553,37.642402000000004,14000000
panel,17,17.0,58.0,10.1,55.838617000000006,37.644971000000005,14500000
stalin,3,10.0,58.0,10.0,55.803479,37.637704,14999000
block,2,5.0,59.0,8.0,55.820698,37.589904,15000000
monolith,9,22.0,59.5,12.0,55.891369999999995,37.58552,15990000
monolithBrick,2,12.0,58.0,9.0,55.785225,37.612021,18500000
monolithBrick,7,9.0,58.7,14.0,55.810106000000005,37.653963,19000000
panel,2,9.0,60.0,6.0,55.880984999999995,37.716675,9500000
panel,10,17.0,59.2,12.9,55.878919999999994,37.612955,11400000
panel,2,17.0,58.0,10.0,55.855598,37.662003000000006,12199999
monolith,6,12.0,60.0,10.0,55.89555,37.574804,12500000
panel,5,5.0,60.0,6.1,55.79433,37.619989000000004,15000000
panel,5,12.0,62.8,6.2,55.895848,37.602256,10090000
panel,9,9.0,60.1,6.0,55.813056,37.644709999999996,12000000
monolith,7,14.0,62.7,10.5,55.941027000000005,37.529178,9000000
panel,6,12.0,60.0,6.0,55.818301,37.62678,12800000
brick,7,8.0,60.0,7.3,55.808948,37.638000000000005,13700000
monolith,8,12.0,61.0,12.0,55.874839,37.634533000000005,10950000
panel,10,12.0,61.3,8.5,55.892723,37.629053000000006,9600000
panel,10,14.0,60.0,11.0,55.939701,37.526178,8690000
panel,6,12.0,62.5,8.2,55.891825,37.624876,9500000
panel,11,12.0,62.8,7.6,55.902857999999995,37.574543,9700000
panel,6,9.0,61.0,6.0,55.888089,37.664536,9700000
panel,7,9.0,60.0,9.0,55.85533,37.616854,9950000
panel,9,9.0,60.0,6.0,55.86551,37.616656,9999888
panel,9,12.0,62.0,7.7,55.891622999999996,37.584398,10350000
panel,13,17.0,61.0,13.0,55.879045999999995,37.610960999999996,11500000
monolith,18,24.0,60.0,10.0,55.87281899999999,37.639590000000005,11950000
brick,2,8.0,61.0,8.0,55.812357999999996,37.583634,12300000
panel,5,12.0,62.2,10.0,55.89266800000001,37.616772999999995,12500000
brick,5,5.0,60.0,5.0,55.815397999999995,37.64056,12800000
panel,7,12.0,62.7,6.6,55.883671,37.589365,10500000
brick,6,10.0,60.0,10.0,55.810688,37.636759999999995,14000000
monolith,6,19.0,60.0,15.0,55.858549,37.657583,16800000
panel,1,9.0,60.0,6.0,55.867268,37.696867,7790000
panel,3,9.0,60.4,9.0,55.896827,37.627607,9100000
panel,7,25.0,60.0,11.0,55.874016000000005,37.588978999999995,11500000
panel,9,9.0,60.0,9.0,55.93536999999999,37.549444,8450000
panel,3,9.0,60.0,6.0,55.853562,37.683949,8500000
panel,1,12.0,61.7,7.9,55.896972999999996,37.625665999999995,8790000
panel,5,14.0,60.0,10.6,55.939701,37.526178,9000000
panel,7,9.0,61.0,6.0,55.854456000000006,37.685162,9050000
panel,4,9.0,61.9,8.0,55.874147,37.612838,9200000
panel,9,9.0,62.0,8.5,55.892375,37.624184,9225000
monolith,3,17.0,60.0,9.5,55.930356999999994,37.545078000000004,9200000
panel,8,12.0,62.0,6.0,55.881889,37.598187,9300000
panel,5,9.0,60.0,6.0,55.874289000000005,37.710386,9300000
panel,11,12.0,62.4,6.6,55.870343999999996,37.588117,9400000
panel,8,16.0,61.0,13.0,55.925546,37.542464,9500000
panel,8,9.0,60.5,6.1,55.89821,37.618543,9500000
panel,3,9.0,62.77,6.0,55.852681999999994,37.682753999999996,9500000
panel,2,9.0,60.0,9.0,55.86481800000001,37.621767,9490000
panel,5,9.0,61.9,6.0,55.894414000000005,37.596534000000005,9580000
panel,12,12.0,62.8,8.4,55.883479,37.608589,9680000
panel,6,9.0,62.0,7.0,55.834477,37.666108,9700000
panel,6,9.0,60.0,6.0,55.898639,37.616935,9700000
panel,10,12.0,62.4,9.0,55.894429,37.63305,9800000
panel,6,9.0,62.0,8.0,55.895964,37.570446999999994,9900000
panel,6,9.0,62.0,6.0,55.853562,37.683949,9900000
panel,6,9.0,62.0,8.0,55.895964,37.570446999999994,9900000
panel,7,9.0,61.0,6.0,55.862065,37.616521,10000000
panel,11,12.0,62.8,6.6,55.88613,37.606029,10000000
panel,9,12.0,62.0,8.0,55.896352,37.609101,10110000
panel,4,9.0,62.7,6.0,55.86399,37.589752000000004,10200000
panel,6,12.0,62.9,7.5,55.884989000000004,37.592186,10200000
panel,6,12.0,62.9,6.7,55.858402000000005,37.586356,10300000
panel,9,9.0,60.0,6.0,55.888397,37.649382,10300000
panel,7,12.0,62.8,6.6,55.872955000000005,37.61079,10500000
panel,8,9.0,62.0,6.0,55.802229000000004,37.613233,10499000
panel,2,15.0,60.0,12.0,55.874839,37.634533000000005,10500000
